Player Named,Player Nationality,Player Position,Player Age,90 Minutes Played,Shot-Creating Actions (SCA),Shot-Creating Actions per 90 Minutes,Passes Leading to Goal-Creating Actions (Live),Passes Leading to Goal-Creating Actions (Dead),Through Balls Leading to Goal-Creating Actions,Shots Leading to Goal-Creating Actions,Fouls Leading to Goal-Creating Actions,Defensive Actions Leading to Goal-Creating Actions,Goal-Creating Actions (GCA),Goal-Creating Actions per 90 Minutes,Passes Leading to Goal-Creating Actions (Live),Passes Leading to Goal-Creating Actions (Dead),Through Balls Leading to Goal-Creating Actions,Shots Leading to Goal-Creating Actions,Fouls Leading to Goal-Creating Actions,Defensive Actions Leading to Goal-Creating Actions,Matches Played
Alan,br BRA,MF,24-056,25.0,99.0,3.95,64.0,18.0,3.0,6.0,4.0,4.0,6.0,0.24,6.0,0.0,0.0,0.0,0.0,0.0,Matches
Lawrence Ofori,gh GHA,MF,25-310,24.8,41.0,1.66,35.0,0.0,3.0,0.0,1.0,2.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Joo Pedro Gomes Camacho,pt POR,"FW,MF",29-315,21.4,69.0,3.22,41.0,0.0,13.0,6.0,6.0,3.0,6.0,0.28,5.0,0.0,1.0,0.0,0.0,0.0,Matches
Marcelo dos Santos Ferreira,br BRA,DF,34-281,23.0,12.0,0.52,9.0,0.0,0.0,2.0,1.0,0.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabiano,br BRA,DF,24-050,21.7,37.0,1.71,33.0,3.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Kobamelo Kodisang,za RSA,FW,24-249,17.4,38.0,2.19,31.0,1.0,3.0,1.0,1.0,1.0,4.0,0.23,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Godfried Frimpong,nl NED,DF,24-287,19.4,34.0,1.76,19.0,15.0,0.0,0.0,0.0,0.0,3.0,0.15,1.0,2.0,0.0,0.0,0.0,0.0,Matches
Andr Luis,br BRA,FW,30-055,14.8,35.0,2.37,29.0,0.0,0.0,3.0,3.0,0.0,2.0,0.14,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Madson,br BRA,"FW,MF",24-251,14.9,41.0,2.76,29.0,1.0,3.0,2.0,6.0,0.0,3.0,0.2,1.0,0.0,1.0,1.0,0.0,0.0,Matches
Pedro Amador,pt POR,DF,25-137,12.6,21.0,1.67,16.0,5.0,0.0,0.0,0.0,0.0,4.0,0.32,3.0,1.0,0.0,0.0,0.0,0.0,Matches
Carlos Ponck,cv CPV,DF,29-111,11.5,6.0,0.52,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Dinis Pinto,pt POR,DF,23-253,9.4,7.0,0.75,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Luismi,gq EQG,FW,22-299,7.8,,,,,,,,,,,,,,,,,Matches
Rben Ramos,pt POR,MF,25-039,6.1,4.0,0.66,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Andr Castro,pt POR,MF,36-031,5.0,13.0,2.62,8.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vinicius Mingotti,br BRA,FW,24-117,4.4,2.0,0.46,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.23,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Matheus Ais,br BRA,"FW,MF",27-124,3.7,15.0,4.01,9.0,0.0,2.0,1.0,3.0,0.0,3.0,0.8,1.0,0.0,1.0,0.0,1.0,0.0,Matches
Pedro Aparcio,pt POR,"MF,FW",28-255,3.7,12.0,3.28,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Caio Secco,br BRA,GK,33-133,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Jeremy Antonisse,cw CUW,"FW,MF",22-035,4.9,23.0,4.67,17.0,0.0,5.0,0.0,1.0,0.0,2.0,0.41,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Wallisson Luiz,br BRA,"MF,FW",26-223,2.2,5.0,2.25,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.45,0.0,0.0,0.0,0.0,0.0,1.0,Matches
Hernani Infande,pt POR,"FW,MF",23-030,0.9,2.0,2.14,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Macedo,pt POR,"FW,MF",20-299,0.5,1.0,2.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Gilberto Batista,pt POR,MF,20-126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ignacio De Arruabarrena,uy URU,GK,27-108,30.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristo Gonzlez,es ESP,"FW,MF",26-192,28.0,108.0,3.85,78.0,2.0,10.0,12.0,3.0,3.0,19.0,0.68,14.0,0.0,3.0,1.0,1.0,0.0,Matches
Morlaye Sylla,gn GUI,"MF,FW",25-281,26.7,97.0,3.63,75.0,2.0,11.0,6.0,1.0,2.0,11.0,0.41,9.0,0.0,1.0,1.0,0.0,0.0,Matches
Rafa Mjica,es ESP,FW,25-187,28.1,71.0,2.53,42.0,0.0,11.0,9.0,9.0,0.0,8.0,0.28,2.0,0.0,3.0,2.0,1.0,0.0,Matches
Jason,es ESP,"FW,MF",29-302,26.1,93.0,3.57,62.0,12.0,7.0,6.0,6.0,0.0,11.0,0.42,7.0,0.0,1.0,3.0,0.0,0.0,Matches
David Simo,pt POR,MF,33-354,25.7,82.0,3.19,57.0,19.0,0.0,0.0,3.0,3.0,11.0,0.43,7.0,4.0,0.0,0.0,0.0,0.0,Matches
Francisco Montero,es ESP,DF,25-110,26.7,16.0,0.6,15.0,1.0,0.0,0.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Tiago Esgaio,pt POR,DF,28-276,23.3,41.0,1.76,36.0,4.0,0.0,1.0,0.0,0.0,7.0,0.3,6.0,1.0,0.0,0.0,0.0,0.0,Matches
Weverson,br BRA,"DF,MF",23-303,20.0,31.0,1.55,28.0,1.0,1.0,1.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Nino Galovi,hr CRO,DF,31-302,16.0,4.0,0.25,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Santos,pt POR,MF,23-204,14.3,51.0,3.56,40.0,1.0,4.0,1.0,4.0,1.0,3.0,0.21,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Eboue Kouassi,ci CIV,MF,26-142,13.8,25.0,1.81,22.0,1.0,0.0,1.0,0.0,1.0,2.0,0.14,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Bogdan Milovanov,ua UKR,"DF,MF",26-014,12.4,21.0,1.7,13.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Fernandes,pt POR,DF,21-310,8.3,8.0,0.97,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Robson Bambu,br BRA,DF,26-173,7.8,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Alfonso Trezza,uy URU,"FW,MF",24-316,8.1,20.0,2.48,12.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Matas Rocha,uy URU,DF,23-080,4.2,1.0,0.24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Oriol Busquets,es ESP,MF,25-104,3.7,6.0,1.61,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Quaresma,br BRA,DF,27-255,2.6,5.0,1.96,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.39,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Yusuf Lawal,ng NGA,"FW,MF",26-041,2.0,12.0,5.93,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.49,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Jerome Opoku,gh GHA,DF,25-202,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mosquito,br BRA,GK,27-326,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Vitinho,br BRA,"FW,MF",24-120,1.0,5.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Miguel Puche Garca,es ESP,"FW,MF",23-003,3.0,12.0,4.04,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andr Bukia,cd COD,"MF,FW",29-061,1.7,9.0,5.09,7.0,0.0,0.0,1.0,1.0,0.0,1.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Moses Yaw,gh GHA,"DF,MF",25-117,0.7,3.0,4.29,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Benji Michel,us USA,"FW,MF",26-193,0.5,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Yanis Hamache,dz ALG,DF,24-295,0.5,2.0,4.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro Manuel da Silva Moreira,pt POR,MF,34-354,0.5,1.0,2.09,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Uladzisla Maroza,by BLR,FW,23-204,0.1,,,,,,,,,,,,,,,,,Matches
Luiz Lcio Reis Jnior,br BRA,GK,23-110,31.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Moura,pt POR,DF,24-261,30.0,114.0,3.8,80.0,30.0,0.0,3.0,1.0,0.0,6.0,0.2,5.0,1.0,0.0,0.0,0.0,0.0,Matches
Zaydou Youssouf,fr FRA,MF,24-297,27.7,82.0,2.96,58.0,11.0,2.0,2.0,5.0,4.0,7.0,0.25,5.0,1.0,0.0,0.0,1.0,0.0,Matches
Jhonder Cdiz,ve VEN,FW,28-279,23.7,41.0,1.72,23.0,2.0,1.0,11.0,4.0,0.0,5.0,0.21,4.0,0.0,0.0,1.0,0.0,0.0,Matches
Mirko Topi,rs SRB,MF,23-088,23.2,60.0,2.58,50.0,2.0,3.0,1.0,2.0,2.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Nathan,br BRA,DF,22-241,20.0,33.0,1.66,25.0,0.0,5.0,1.0,2.0,0.0,3.0,0.15,2.0,0.0,0.0,0.0,1.0,0.0,Matches
Gustavo s,pt POR,MF,19-174,17.7,60.0,3.38,36.0,2.0,5.0,7.0,6.0,4.0,5.0,0.28,4.0,0.0,1.0,0.0,0.0,0.0,Matches
Chiquinho,pt POR,"FW,MF",24-088,17.0,71.0,4.15,27.0,15.0,9.0,2.0,16.0,2.0,5.0,0.29,1.0,2.0,0.0,0.0,2.0,0.0,Matches
Riccieli,br BRA,DF,25-229,17.2,8.0,0.46,6.0,1.0,0.0,1.0,0.0,0.0,2.0,0.12,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Justin de Haas,nl NED,DF,24-092,16.3,18.0,1.11,8.0,0.0,0.0,8.0,2.0,0.0,3.0,0.18,1.0,0.0,0.0,2.0,0.0,0.0,Matches
Enea Mihaj,al ALB,DF,25-303,15.3,11.0,0.72,10.0,0.0,0.0,1.0,0.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Otavio Ataide,br BRA,DF,22-012,15.4,11.0,0.72,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jos Luis Rodrguez,pa PAN,FW,25-319,13.9,41.0,2.95,23.0,5.0,6.0,2.0,3.0,2.0,5.0,0.36,4.0,1.0,0.0,0.0,0.0,0.0,Matches
Martin Agirregabiria,es ESP,DF,27-359,11.0,21.0,1.92,17.0,3.0,1.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Marcos Vinicios Sorriso,br BRA,"FW,MF",23-070,8.6,18.0,2.09,12.0,5.0,0.0,0.0,1.0,0.0,3.0,0.35,3.0,0.0,0.0,0.0,0.0,0.0,Matches
scar Aranda,es ESP,"FW,MF",22-004,7.9,29.0,3.68,12.0,5.0,7.0,0.0,5.0,0.0,2.0,0.25,0.0,0.0,2.0,0.0,0.0,0.0,Matches
Tho Fonseca,fr FRA,FW,23-327,7.2,11.0,1.53,9.0,0.0,0.0,1.0,1.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Henrique Arajo,pt POR,FW,22-105,6.5,12.0,1.84,9.0,0.0,1.0,1.0,1.0,0.0,1.0,0.15,0.0,0.0,0.0,1.0,0.0,0.0,Matches
Gustavo Assuncao,pt POR,MF,24-034,6.7,9.0,1.34,5.0,2.0,0.0,1.0,0.0,1.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Otso Liimatta,fi FIN,"MF,FW",19-298,5.0,8.0,1.6,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tom Lacoux,fr FRA,MF,22-099,4.0,10.0,2.47,7.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Mihai Dobre,ro ROU,FW,25-247,3.9,11.0,2.84,7.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Florian Danho Seke,fr FRA,FW,23-317,2.6,,,,,,,,,,,,,,,,,Matches
Pablo,br BRA,"FW,MF",20-122,2.2,7.0,3.2,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Afonso Rodrigues,pt POR,"FW,MF",21-258,2.6,5.0,1.92,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Filipe Soares,pt POR,MF,24-349,1.9,4.0,2.08,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Leonardo Lelo,pt POR,"MF,DF",24-034,30.7,68.0,2.22,44.0,17.0,2.0,3.0,2.0,0.0,7.0,0.23,6.0,1.0,0.0,0.0,0.0,0.0,Matches
Ricardo Batista,pt POR,GK,37-166,29.9,2.0,0.07,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Nermin Zoloti,ba BIH,DF,30-301,27.6,26.0,0.94,20.0,2.0,0.0,2.0,0.0,2.0,3.0,0.11,2.0,1.0,0.0,0.0,0.0,0.0,Matches
Larra,es ESP,"DF,MF",26-138,25.9,48.0,1.85,34.0,9.0,2.0,2.0,0.0,1.0,3.0,0.12,2.0,0.0,0.0,0.0,0.0,1.0,Matches
Neto,br BRA,MF,32-244,23.9,40.0,1.67,36.0,3.0,1.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando Varela,cv CPV,DF,36-159,22.1,14.0,0.63,11.0,0.0,0.0,2.0,0.0,1.0,2.0,0.09,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Clayton,br BRA,FW,25-113,18.8,41.0,2.19,26.0,0.0,3.0,5.0,5.0,2.0,4.0,0.21,3.0,0.0,0.0,0.0,1.0,0.0,Matches
Yuki Soma,jp JPN,"FW,MF",27-068,19.1,39.0,2.04,25.0,6.0,2.0,0.0,6.0,0.0,5.0,0.26,4.0,0.0,1.0,0.0,0.0,0.0,Matches
Pablo Roberto,br BRA,"MF,FW",24-171,16.8,50.0,2.98,33.0,0.0,12.0,4.0,0.0,1.0,11.0,0.66,6.0,0.0,4.0,0.0,0.0,1.0,Matches
Felippe Cardoso,br BRA,FW,25-212,15.7,27.0,1.72,15.0,0.0,3.0,3.0,5.0,1.0,2.0,0.13,0.0,0.0,1.0,0.0,1.0,0.0,Matches
Joo Nunes,pt POR,DF,28-166,12.6,12.0,0.95,10.0,0.0,0.0,1.0,1.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Duplexe Tchamba,cm CMR,DF,25-298,11.9,11.0,0.92,7.0,0.0,1.0,2.0,0.0,1.0,2.0,0.17,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Beni,ao ANG,MF,21-348,13.9,22.0,1.59,18.0,0.0,2.0,0.0,1.0,1.0,4.0,0.29,3.0,0.0,1.0,0.0,0.0,0.0,Matches
Nuno Gonalo Moreira,pt POR,"FW,MF",24-322,9.0,30.0,3.33,25.0,1.0,0.0,1.0,3.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Vasco Fernandes,pt POR,DF,37-173,10.0,8.0,0.8,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Tiago Dias,pt POR,"MF,FW",25-365,7.7,26.0,3.35,17.0,5.0,2.0,1.0,0.0,1.0,2.0,0.26,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Telasco Segovia,ve VEN,MF,21-031,6.1,9.0,1.49,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Samuel Justo,pt POR,MF,20-031,6.2,16.0,2.57,13.0,3.0,0.0,0.0,0.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Brito,pt POR,MF,22-105,3.8,8.0,2.11,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.79,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Fernando,br BRA,"FW,MF",31-116,5.9,10.0,1.68,5.0,0.0,2.0,1.0,2.0,0.0,1.0,0.17,0.0,0.0,1.0,0.0,0.0,0.0,Matches
Rben Lameiras,pt POR,"FW,MF",29-133,4.9,13.0,2.64,9.0,2.0,2.0,0.0,0.0,0.0,2.0,0.41,1.0,0.0,1.0,0.0,0.0,0.0,Matches
Saviour Godwin,ng NGA,"FW,MF",27-255,3.8,10.0,2.62,6.0,0.0,1.0,2.0,1.0,0.0,3.0,0.79,1.0,0.0,0.0,1.0,1.0,0.0,Matches
Andr Geraldes,pt POR,"MF,DF",33-001,4.8,7.0,1.47,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Jaj,br BRA,"FW,MF",23-018,4.8,12.0,2.52,4.0,0.0,3.0,3.0,2.0,0.0,1.0,0.21,0.0,0.0,0.0,0.0,1.0,0.0,Matches
Lucas Paes,br BRA,GK,26-148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Artur Serobyan,am ARM,MF,20-306,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Andr Lacximicant,pt POR,FW,22-350,1.5,2.0,1.36,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.68,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Kevin Krygrd,no NOR,MF,23-352,0.6,1.0,1.73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Martins,br BRA,MF,35-047,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fahem Benaissa Yahia,fr FRA,DF,22-004,0.1,,,,,,,,,,,,,,,,,Matches
Diogo Pinto,pt POR,MF,24-309,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Francisco Kiki,pt POR,MF,26-079,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Ricardo Velho,pt POR,GK,25-257,31.0,9.0,0.29,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Gonalo Silva,pt POR,DF,32-334,29.2,10.0,0.34,5.0,1.0,0.0,4.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Claudio Falco,br BRA,MF,29-305,26.9,36.0,1.34,28.0,1.0,2.0,4.0,1.0,0.0,5.0,0.19,2.0,0.0,0.0,3.0,0.0,0.0,Matches
Marco Matias,pt POR,"FW,MF",34-359,23.5,69.0,2.94,32.0,17.0,8.0,3.0,8.0,1.0,6.0,0.26,1.0,3.0,0.0,1.0,1.0,0.0,Matches
David Pastor,br BRA,DF,24-073,24.5,38.0,1.55,31.0,4.0,0.0,0.0,0.0,3.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Mattheus Oliveira,br BRA,MF,29-301,22.1,66.0,2.98,42.0,9.0,3.0,2.0,7.0,3.0,5.0,0.23,2.0,1.0,0.0,0.0,2.0,0.0,Matches
Talocha,pt POR,DF,34-247,22.3,47.0,2.11,32.0,9.0,3.0,2.0,0.0,1.0,3.0,0.13,3.0,0.0,0.0,0.0,0.0,0.0,Matches
Bruno Duarte,br BRA,FW,28-040,22.1,49.0,2.22,36.0,1.0,5.0,4.0,3.0,0.0,8.0,0.36,4.0,0.0,3.0,0.0,1.0,0.0,Matches
Bachir Belloumi,dz ALG,"FW,MF",21-337,20.3,67.0,3.3,54.0,0.0,3.0,4.0,5.0,1.0,10.0,0.49,7.0,0.0,1.0,2.0,0.0,0.0,Matches
Zach Muscat,mt MLT,DF,30-255,18.7,6.0,0.32,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Fabrcio Isidoro,br BRA,MF,32-096,17.2,34.0,1.98,25.0,0.0,2.0,1.0,6.0,0.0,7.0,0.41,5.0,0.0,0.0,0.0,2.0,0.0,Matches
Facundo Cseres,ar ARG,MF,22-341,12.4,10.0,0.81,8.0,0.0,0.0,0.0,0.0,2.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Elves Bald,pt POR,"FW,MF",24-214,10.0,25.0,2.49,14.0,4.0,2.0,4.0,1.0,0.0,6.0,0.6,2.0,2.0,0.0,2.0,0.0,0.0,Matches
Talys Oliveira,br BRA,DF,25-083,8.6,20.0,2.33,14.0,5.0,0.0,0.0,1.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Igor Rossi Branco,br BRA,DF,35-054,8.3,5.0,0.6,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rui Costa,pt POR,"FW,MF",28-073,7.5,19.0,2.53,13.0,0.0,3.0,1.0,2.0,0.0,7.0,0.93,5.0,0.0,2.0,0.0,0.0,0.0,Matches
Vtor Gonalves,pt POR,MF,32-035,7.1,17.0,2.38,13.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Fran Delgado,es ESP,DF,22-297,5.5,6.0,1.1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafael Barbosa,pt POR,"MF,FW",28-035,7.6,22.0,2.88,9.0,7.0,2.0,1.0,2.0,1.0,2.0,0.26,1.0,0.0,0.0,0.0,1.0,0.0,Matches
Z Lus,cv CPV,"FW,MF",33-100,6.6,18.0,2.74,11.0,0.0,0.0,5.0,2.0,0.0,2.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,Matches
Artur Jorge Marques Amorim,pt POR,DF,29-263,5.5,1.0,0.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Cristian Ponde,pt POR,"MF,FW",29-098,1.5,4.0,2.59,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65,1.0,0.0,0.0,0.0,0.0,0.0,Matches
Andr Seruca,pt POR,MF,23-187,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Jhon Velsquez,co COL,"FW,MF",29-001,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Rafik Guitane,fr FRA,"FW,MF",24-343,27.9,122.0,4.37,82.0,6.0,22.0,3.0,8.0,1.0,16.0,0.57,8.0,0.0,6.0,1.0,1.0,0.0,Matches
Bernardo Vital,pt POR,DF,23-126,26.5,21.0,0.79,19.0,1.0,0.0,0.0,0.0,1.0,2.0,0.08,1.0,1.0,0.0,0.0,0.0,0.0,Matches
Tiago Arajo,pt POR,"DF,MF",23-037,25.0,42.0,1.63,31.0,4.0,3.0,2.0,0.0,2.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0,Matches
Rodrigo Gomes,pt POR,"MF,DF",20-301,24.2,61.0,2.52,44.0,3.0,4.0,6.0,2.0,2.0,10.0,0.41,7.0,0.0,1.0,1.0,0.0,1.0,Matches
Mateus Fernandes,pt POR,MF,19-298,22.8,87.0,3.81,54.0,17.0,5.0,2.0,7.0,2.0,11.0,0.48,9.0,1.0,0.0,1.0,0.0,0.0,Matches
Marcelo Carn,br BRA,GK,34-087,20.0,5.0,0.25,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches
Joo Marques,pt POR,"MF,FW",22-080,19.9,55.0,2.77,40.0,2.0,5.0,1.0,5.0,2.0,9.0,0.45,7.0,0.0,0.0,0.0,1.0,1.0,Matches
Cassiano,br BRA,FW,34-322,16.4,20.0,1.22,15.0,0.0,0.0,1.0,4.0,0.0,4.0,0.24,4.0,0.0,0.0,0.0,0.0,0.0,Matches
Pedro lvaro,pt POR,DF,24-062,17.0,15.0,0.88,11.0,1.0,0.0,2.0,1.0,0.0,4.0,0.24,3.0,0.0,0.0,1.0,0.0,0.0,Matches
Volnei Feltes,br BRA,DF,24-018,15.4,17.0,1.1,13.0,1.0,0.0,3.0,0.0,0.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0,Matches
